class_name,image_1,image_2,phash_distance
Soybean___healthy,train\Soybean___healthy\51223347-49df-454c-b84c-8ff0d0796891___RS_HL 5518 1.JPG,train\Soybean___healthy\9e1987ae-31e9-4e8e-bdcb-0f4dab1f4b92___RS_HL 5513.JPG,4
Soybean___healthy,train\Soybean___healthy\51223347-49df-454c-b84c-8ff0d0796891___RS_HL 5518 1.JPG,val\Soybean___healthy\c4ac992c-9d87-4637-b683-472967805c81___RS_HL 2778.JPG,4
Soybean___healthy,train\Soybean___healthy\5327698d-fe17-4978-898a-f379d79d99d7___RS_HL 3603.JPG,train\Soybean___healthy\7902b2a9-489e-4a25-9325-19bca6bae024___RS_HL 3601.JPG,4
Soybean___healthy,train\Soybean___healthy\53a386fe-c021-48a2-9bf3-703a80e1c8c2___RS_HL 3515.JPG,train\Soybean___healthy\5650269c-98e4-4bef-bcc3-97f201fb918b___RS_HL 3776.JPG,4
Soybean___healthy,train\Soybean___healthy\53a386fe-c021-48a2-9bf3-703a80e1c8c2___RS_HL 3515.JPG,train\Soybean___healthy\d8e246bb-14ce-4d26-a069-f8ef1269217b___RS_HL 3590.JPG,4
Soybean___healthy,train\Soybean___healthy\53a386fe-c021-48a2-9bf3-703a80e1c8c2___RS_HL 3515.JPG,train\Soybean___healthy\f52a4845-793f-4d61-a60b-cbc314b1d657___RS_HL 5017.JPG,4
Soybean___healthy,train\Soybean___healthy\53e709d9-4a67-4852-8948-38c4b465e95d___RS_HL 4111.JPG,val\Soybean___healthy\29403a1c-7113-455a-b025-24144ea9da8f___RS_HL 3373.JPG,4
Soybean___healthy,train\Soybean___healthy\53e709d9-4a67-4852-8948-38c4b465e95d___RS_HL 4111.JPG,val\Soybean___healthy\d368f087-3644-4c26-8837-2be13a3105e9___RS_HL 4500.JPG,4
Soybean___healthy,train\Soybean___healthy\54c53875-18d5-468c-a0b3-0c554149c215___RS_HL 4959.JPG,train\Soybean___healthy\d4f02410-2c32-4c58-83dd-b3febe7446ad___RS_HL 5567 1.JPG,4
Soybean___healthy,train\Soybean___healthy\54c53875-18d5-468c-a0b3-0c554149c215___RS_HL 4959.JPG,val\Soybean___healthy\2f601170-0f62-43e8-a4a5-2847cc9c67d0___RS_HL 4957.JPG,4
Soybean___healthy,train\Soybean___healthy\552480aa-aba0-430e-a44e-602559f931ea___RS_HL 4046.JPG,train\Soybean___healthy\9f87e191-4b71-44c2-96b1-7d506be0d2d3___RS_HL 3825.JPG,4
Soybean___healthy,train\Soybean___healthy\55b23292-71fe-40ab-9912-ec9c90cf2d76___RS_HL 6758.JPG,val\Soybean___healthy\59c19441-ceec-4027-b73f-8e2612d3e80c___RS_HL 6694.JPG,4
Soybean___healthy,train\Soybean___healthy\563ec871-3c87-4bcc-a6c7-2ed5ec2f9da5___RS_HL 6269.JPG,train\Soybean___healthy\e5bd6ccc-2b3b-4065-99ba-303491819ba1___RS_HL 6222.JPG,4
Soybean___healthy,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,train\Soybean___healthy\8c76beff-437e-4c5a-8c6a-eed877004255___RS_HL 5331.JPG,4
Soybean___healthy,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,train\Soybean___healthy\98a539a4-6cc9-4fe2-a240-84a658825869___RS_HL 4625.JPG,4
Soybean___healthy,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,train\Soybean___healthy\9e1987ae-31e9-4e8e-bdcb-0f4dab1f4b92___RS_HL 5513.JPG,4
Soybean___healthy,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,train\Soybean___healthy\a8da3165-bbd3-4f30-a1e3-a6c2ad168188___RS_HL 4234.JPG,4
Soybean___healthy,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,val\Soybean___healthy\2f7f7d19-da76-4299-812e-de03a316be2c___RS_HL 5114.JPG,4
Soybean___healthy,train\Soybean___healthy\56ad27f3-7d42-455a-8c57-5b53f94b4105___RS_HL 5778 1.JPG,train\Soybean___healthy\8a2007d8-8210-4863-bd14-bc528b5c4118___RS_HL 5479.JPG,2
Soybean___healthy,train\Soybean___healthy\57a01f63-5550-4d78-94dd-09417e3d311c___RS_HL 5981.JPG,train\Soybean___healthy\863b9f39-fd02-44b8-858e-c05d40e59204___RS_HL 5979.JPG,4
Soybean___healthy,train\Soybean___healthy\57ecef3d-5084-493f-8844-ec088439472b___RS_HL 5145.JPG,train\Soybean___healthy\c763b13c-dadc-42f3-a2af-fe2cc2d95597___RS_HL 3522.JPG,4
Soybean___healthy,train\Soybean___healthy\57ecef3d-5084-493f-8844-ec088439472b___RS_HL 5145.JPG,val\Soybean___healthy\1f437b37-c648-45f3-a5f8-323cbb5bde35___RS_HL 7166.JPG,4
Soybean___healthy,train\Soybean___healthy\581416a4-377d-4f4a-9c6b-d440f8f23ef2___RS_HL 3562.JPG,train\Soybean___healthy\d6144acf-78ad-4891-af3f-b9750c71f318___RS_HL 4202.JPG,4
Soybean___healthy,train\Soybean___healthy\58e625c0-3393-41b7-aedb-b9d46bb9e1f6___RS_HL 6976.JPG,train\Soybean___healthy\70633174-1c06-49e9-b7b8-957043b2f261___RS_HL 6978.JPG,4
Soybean___healthy,train\Soybean___healthy\58e625c0-3393-41b7-aedb-b9d46bb9e1f6___RS_HL 6976.JPG,train\Soybean___healthy\75a67bc1-dbab-41cf-a3b0-3229bc293f3a___RS_HL 6988.JPG,2
Soybean___healthy,train\Soybean___healthy\58ed8a70-c3bb-46ab-b13b-a9c0f50a23e3___RS_HL 4618.JPG,val\Soybean___healthy\31a3e573-b41b-4dbe-bfd2-20654deb0fcc___RS_HL 3692.JPG,4
Soybean___healthy,train\Soybean___healthy\5913c19a-1c53-4db8-a4bc-47bb13053965___RS_HL 4733.JPG,val\Soybean___healthy\deb95aac-013f-4af2-9152-010e715d316f___RS_HL 3884.JPG,4
Soybean___healthy,train\Soybean___healthy\59310dd4-9969-4e9e-aa34-b0e9a239e34a___RS_HL 5706 1.JPG,val\Soybean___healthy\11ae9b43-83c6-49e5-af06-98f0e8596803___RS_HL 4518.JPG,4
Soybean___healthy,train\Soybean___healthy\5a88cf38-af3b-494c-b7c3-83b37773db99___RS_HL 7182.JPG,train\Soybean___healthy\784c6a81-fbc4-448e-87eb-3f3ea4c435ae___RS_HL 4104.JPG,4
Soybean___healthy,train\Soybean___healthy\5ae76e98-ab18-48fa-9119-425c7a27ee48___RS_HL 6382.JPG,train\Soybean___healthy\98b10ba1-e214-42ff-855b-4afd617362a0___RS_HL 6380.JPG,4
Soybean___healthy,train\Soybean___healthy\5b2c683d-fdb7-4bf0-89d9-73d1b3772dae___RS_HL 4169.JPG,train\Soybean___healthy\f67d5091-ac83-42d4-bb1d-fb0209266760___RS_HL 4660.JPG,4
Soybean___healthy,train\Soybean___healthy\5bd50611-7796-43ce-85a1-9b83c266f1a8___RS_HL 6685.JPG,train\Soybean___healthy\a821e906-0e8f-459e-bcbc-321ff0c21f3d___RS_HL 6490.JPG,4
Soybean___healthy,train\Soybean___healthy\5bd50611-7796-43ce-85a1-9b83c266f1a8___RS_HL 6685.JPG,train\Soybean___healthy\b1a2b2cc-1f8b-4700-a1a2-348f03f59482___RS_HL 6488.JPG,4
Soybean___healthy,train\Soybean___healthy\5bf5e0ab-a1a7-4797-bd7e-5a9f43689613___RS_HL 4791.JPG,val\Soybean___healthy\619d6cdd-002a-45d3-ac20-e81598fb8310___RS_HL 5004.JPG,4
Soybean___healthy,train\Soybean___healthy\5c30906a-78f8-4b20-95c5-8cd67b1f9227___RS_HL 6100.JPG,train\Soybean___healthy\e1cce563-0ddc-4af6-9556-e3beb4d6a065___RS_HL 6412.JPG,4
Soybean___healthy,train\Soybean___healthy\5d0e6049-14ad-4384-9012-75706e059238___RS_HL 7085.JPG,train\Soybean___healthy\6212b418-9d95-462d-a05a-91b88ccfd63e___RS_HL 6919.JPG,4
Soybean___healthy,train\Soybean___healthy\5d91670d-1d98-4bc0-953f-0cc93332b1e2___RS_HL 5987.JPG,train\Soybean___healthy\c1585706-72f3-4fbd-ad20-99cbabb395b4___RS_HL 6482.JPG,4
Soybean___healthy,train\Soybean___healthy\5da78ced-3e3c-431e-adb9-4a2476d3a894___RS_HL 6476.JPG,train\Soybean___healthy\6cbe21af-77e0-4fd4-8dbb-18943e84c0e3___RS_HL 6409.JPG,4
Soybean___healthy,train\Soybean___healthy\5da78ced-3e3c-431e-adb9-4a2476d3a894___RS_HL 6476.JPG,train\Soybean___healthy\bc1462a9-c2e3-44d1-8c3d-f2d9edb3ba53___RS_HL 6683.JPG,4
Soybean___healthy,train\Soybean___healthy\5da7f5c6-4942-4108-9048-352f3815836a___RS_HL 5274.JPG,train\Soybean___healthy\bb880e71-85b8-469f-9f19-8ae8685eec31___RS_HL 5218.JPG,4
Soybean___healthy,train\Soybean___healthy\5dc6180f-3e13-435c-b49d-1abcefd67218___RS_HL 6029.JPG,train\Soybean___healthy\b0eeaca4-a336-48a8-914b-cc20edcfeaf0___RS_HL 5569.JPG,4
Soybean___healthy,train\Soybean___healthy\5e0b340d-640b-4739-8bb9-0616a26449fb___RS_HL 7072.JPG,val\Soybean___healthy\c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4
Soybean___healthy,train\Soybean___healthy\5e69bc47-a3ad-4fae-b01d-1a474c45a424___RS_HL 5684.JPG,train\Soybean___healthy\ec9b44e4-0027-4941-8a58-3cafb0b6645b___RS_HL 5686.JPG,4
Soybean___healthy,train\Soybean___healthy\5e69bc47-a3ad-4fae-b01d-1a474c45a424___RS_HL 5684.JPG,train\Soybean___healthy\f5a9bb0f-182c-4804-8351-af63f6f5dcd3___RS_HL 5906.JPG,4
Soybean___healthy,train\Soybean___healthy\5f01cca2-51fc-4b55-bf36-aaf034167ebe___RS_HL 3527.JPG,train\Soybean___healthy\f8770750-7952-40f8-94eb-57300636a96d___RS_HL 4301.JPG,4
Soybean___healthy,train\Soybean___healthy\607d8a03-3519-46ac-8fd9-15b4f1c63eb2___RS_HL 4685.JPG,train\Soybean___healthy\f68b8d6d-b1dd-40ff-b341-3f7963ad7281___RS_HL 5553 1.JPG,2
Soybean___healthy,train\Soybean___healthy\607d8a03-3519-46ac-8fd9-15b4f1c63eb2___RS_HL 4685.JPG,train\Soybean___healthy\fae54d78-acec-407e-99ff-4f54a175fd6b___RS_HL 4938.JPG,4
Soybean___healthy,train\Soybean___healthy\607d8a03-3519-46ac-8fd9-15b4f1c63eb2___RS_HL 4685.JPG,val\Soybean___healthy\9664f7f6-4780-467e-8368-62dd94313ac8___RS_HL 4213.JPG,4
Soybean___healthy,train\Soybean___healthy\6099a20b-61bc-40c6-9f74-9d64ee57f24a___RS_HL 6070.JPG,train\Soybean___healthy\7d608768-bebf-485c-8123-6b221aa5c2fb___RS_HL 5844.JPG,4
Soybean___healthy,train\Soybean___healthy\6099a20b-61bc-40c6-9f74-9d64ee57f24a___RS_HL 6070.JPG,val\Soybean___healthy\04bc7e4f-8fea-40cd-a4d3-4c83c823c526___RS_HL 6072.JPG,2
Soybean___healthy,train\Soybean___healthy\6212b418-9d95-462d-a05a-91b88ccfd63e___RS_HL 6919.JPG,train\Soybean___healthy\6f771b51-7c51-4d59-aeb9-153d04389540___RS_HL 6693.JPG,4
Soybean___healthy,train\Soybean___healthy\6212b418-9d95-462d-a05a-91b88ccfd63e___RS_HL 6919.JPG,train\Soybean___healthy\9945bbac-128b-4fbe-86c1-046c123b5e6d___RS_HL 6917.JPG,2
Soybean___healthy,train\Soybean___healthy\624a6b77-8c92-4c81-8634-aaac3e78d0ca___RS_HL 6082.JPG,train\Soybean___healthy\8246ed25-470a-444a-baf8-31965822556b___RS_HL 5653.JPG,4
Soybean___healthy,train\Soybean___healthy\624a6b77-8c92-4c81-8634-aaac3e78d0ca___RS_HL 6082.JPG,train\Soybean___healthy\c3fc4f16-7001-4444-a452-64490cdc7e73___RS_HL 5803.JPG,4
Soybean___healthy,train\Soybean___healthy\624a6b77-8c92-4c81-8634-aaac3e78d0ca___RS_HL 6082.JPG,train\Soybean___healthy\f4f20ba2-128e-439f-ba05-4b52b7657f73___RS_HL 6009.JPG,4
Soybean___healthy,train\Soybean___healthy\624a6b77-8c92-4c81-8634-aaac3e78d0ca___RS_HL 6082.JPG,val\Soybean___healthy\be618514-250f-4cea-817c-b0ec422a834e___RS_HL 5801.JPG,4
Soybean___healthy,train\Soybean___healthy\62b59f90-d7bf-4f68-9a21-4c28dbe5f75f___RS_HL 3647.JPG,val\Soybean___healthy\0010d6a1-64f1-4997-99d8-6d86fa629014___RS_HL 6967.JPG,4
Soybean___healthy,train\Soybean___healthy\62b59f90-d7bf-4f68-9a21-4c28dbe5f75f___RS_HL 3647.JPG,val\Soybean___healthy\4864b136-e301-4592-8554-810ca2aebb1c___RS_HL 4826.JPG,4
Soybean___healthy,train\Soybean___healthy\62f00b7e-a4bd-4455-9bc7-663569077171___RS_HL 4363.JPG,train\Soybean___healthy\8709eeaf-2d9f-413b-a40f-ca5ed88e2b74___RS_HL 4997.JPG,4
Soybean___healthy,train\Soybean___healthy\639d6e74-62e8-419c-b54d-a480ee986550___RS_HL 4560.JPG,train\Soybean___healthy\eddf509b-db08-47ae-b836-ea3c35c0cd04___RS_HL 5523 1.JPG,4
Soybean___healthy,train\Soybean___healthy\63a5e362-672a-4dee-a673-d9258bb0ab6c___RS_HL 3560.JPG,train\Soybean___healthy\86408366-c846-4f1b-8088-21b9fe7ef69f___RS_HL 3908.JPG,4
Soybean___healthy,train\Soybean___healthy\63a5e362-672a-4dee-a673-d9258bb0ab6c___RS_HL 3560.JPG,train\Soybean___healthy\e0f9d06d-375d-4bb0-aec5-f25c2c2505b7___RS_HL 4766.JPG,4
Soybean___healthy,train\Soybean___healthy\63a5e362-672a-4dee-a673-d9258bb0ab6c___RS_HL 3560.JPG,val\Soybean___healthy\712bb093-a1b5-4170-a74a-d2150263689c___RS_HL 5166.JPG,4
Soybean___healthy,train\Soybean___healthy\63e0c050-fff0-42e1-996d-9e92364618e5___RS_HL 4099.JPG,train\Soybean___healthy\bd6b281b-11a7-4a04-91b8-aecf20b07fb9___RS_HL 7362.JPG,4
Soybean___healthy,train\Soybean___healthy\63f46f66-ed52-4eeb-a478-a68a403b4280___RS_HL 7052.JPG,train\Soybean___healthy\9209bf0b-b8e7-48b6-a5a2-a89b29c5b163___RS_HL 7053.JPG,2
Soybean___healthy,train\Soybean___healthy\643c151d-1418-4a45-80d8-8630798d7f53___RS_HL 4456.JPG,train\Soybean___healthy\fd858fcf-a5fe-42ed-be4c-af103d8c7e22___RS_HL 3919.JPG,4
Soybean___healthy,train\Soybean___healthy\648e8bd1-830c-42bd-8d60-f5a85e616068___RS_HL 5354.JPG,train\Soybean___healthy\b7fcdf65-1f9e-4afc-887c-b4952b35495b___RS_HL 3780.JPG,4
Soybean___healthy,train\Soybean___healthy\64a44a8f-a19d-49f6-b6ed-1cce7d7bf576___RS_HL 5674.JPG,train\Soybean___healthy\dd4bf9f1-3395-478e-a7b5-2caacdf8c2cd___RS_HL 6159.JPG,4
Soybean___healthy,train\Soybean___healthy\64c55d89-14b6-4fdd-8929-bd1463383f1a___RS_HL 6898.JPG,train\Soybean___healthy\d6bc2d7c-4c6a-4335-a1ba-2fa6bde68a51___RS_HL 5948.JPG,4
Soybean___healthy,train\Soybean___healthy\64dafadf-8384-4564-bf2d-f495304b4c70___RS_HL 3886.JPG,train\Soybean___healthy\85d3c1c8-3577-4fa0-8383-6ce22eb0a023___RS_HL 6788.JPG,4
Soybean___healthy,train\Soybean___healthy\64dc999c-535d-4ad9-b7db-2648037471ad___RS_HL 4963.JPG,train\Soybean___healthy\e3b30628-2269-44c7-b2fc-43bd425a4991___RS_HL 4933.JPG,4
Soybean___healthy,train\Soybean___healthy\64fe4099-f5d1-4c59-af2f-31d1a6349f7d___RS_HL 5183.JPG,val\Soybean___healthy\27a2656d-1dfc-46f0-a4c8-9c706b10e631___RS_HL 4759.JPG,4
Soybean___healthy,train\Soybean___healthy\64fe4099-f5d1-4c59-af2f-31d1a6349f7d___RS_HL 5183.JPG,val\Soybean___healthy\babe8aca-1308-42eb-942f-1aafcdfb6570___RS_HL 4860.JPG,4
Soybean___healthy,train\Soybean___healthy\65db881c-f239-4a2c-8139-dffcbc4c02a8___RS_HL 5480.JPG,train\Soybean___healthy\8bcdda51-7288-4e0f-a207-ea6587d2ca16___RS_HL 4746.JPG,4
Soybean___healthy,train\Soybean___healthy\662b2f0e-acdc-4fdb-90d5-1cce481d75ec___RS_HL 5337.JPG,train\Soybean___healthy\aeeb787e-97c2-403a-941d-925e553909c8___RS_HL 6358.JPG,4
Soybean___healthy,train\Soybean___healthy\67d35061-cc49-46b7-ba59-0bf8cb621da1___RS_HL 3978.JPG,val\Soybean___healthy\715897ce-21db-4197-89dc-68e6089976ae___RS_HL 5742 1.JPG,4
Soybean___healthy,train\Soybean___healthy\6802a0fd-2fe4-4cda-a665-2510611971ce___RS_HL 5542 1.JPG,train\Soybean___healthy\bd99e361-f8fe-4fdd-b07d-8e17a501f710___RS_HL 3510.JPG,4
Soybean___healthy,train\Soybean___healthy\6802a0fd-2fe4-4cda-a665-2510611971ce___RS_HL 5542 1.JPG,train\Soybean___healthy\f8ab1a01-10af-483e-a910-128dcd499569___RS_HL 3910.JPG,4
Soybean___healthy,train\Soybean___healthy\6866ee58-983b-4c67-aa7e-3b701d331167___RS_HL 4517.JPG,train\Soybean___healthy\b93e2503-cadd-4350-912f-1888f9ea99ff___RS_HL 4662.JPG,4
Soybean___healthy,train\Soybean___healthy\68ded0f7-2d8e-44c9-a066-d067974caf02___RS_HL 5122.JPG,train\Soybean___healthy\dbdd4c29-94e9-4598-be4d-a80690ad1809___RS_HL 4197.JPG,4
Soybean___healthy,train\Soybean___healthy\6a37877c-41bf-4f7a-9e3d-f882d9b7bf62___RS_HL 4537.JPG,val\Soybean___healthy\ba914ac9-2408-4836-acf8-71045474609c___RS_HL 5152.JPG,4
Soybean___healthy,train\Soybean___healthy\6b427bc4-c0ed-49a4-acbf-065ad4348a5a___RS_HL 7040.JPG,train\Soybean___healthy\a154d762-7972-42c7-b54e-57984ff4949d___RS_HL 6763.JPG,4
Soybean___healthy,train\Soybean___healthy\6bdffb57-e4c9-49c0-9072-3177c70dde25___RS_HL 3941.JPG,train\Soybean___healthy\b92ff029-51a7-4a2f-8dce-708b5c7f5f95___RS_HL 5072.JPG,4
Soybean___healthy,train\Soybean___healthy\6bdffb57-e4c9-49c0-9072-3177c70dde25___RS_HL 3941.JPG,val\Soybean___healthy\3e33f778-45c7-47a7-86b9-909e967cf585___RS_HL 5058.JPG,4
Soybean___healthy,train\Soybean___healthy\6bdffb57-e4c9-49c0-9072-3177c70dde25___RS_HL 3941.JPG,val\Soybean___healthy\c01dec35-4a1c-4c3b-95e9-e2a727978136___RS_HL 5450.JPG,4
Soybean___healthy,train\Soybean___healthy\6bdffb57-e4c9-49c0-9072-3177c70dde25___RS_HL 3941.JPG,val\Soybean___healthy\ee483a3d-093a-4ab9-a279-bcb86c947c95___RS_HL 4460.JPG,4
Soybean___healthy,train\Soybean___healthy\6c62a238-a4af-4021-82e3-f8fbef919fa6___RS_HL 3230.JPG,train\Soybean___healthy\93f5b584-81f7-4dfd-a517-f0f17804bbf4___RS_HL 4513.JPG,4
Soybean___healthy,train\Soybean___healthy\6cbe21af-77e0-4fd4-8dbb-18943e84c0e3___RS_HL 6409.JPG,train\Soybean___healthy\8302f802-cee2-4e90-a54f-91b781656e03___RS_HL 6407.JPG,4
Soybean___healthy,train\Soybean___healthy\6cbe21af-77e0-4fd4-8dbb-18943e84c0e3___RS_HL 6409.JPG,train\Soybean___healthy\bc1462a9-c2e3-44d1-8c3d-f2d9edb3ba53___RS_HL 6683.JPG,4
Soybean___healthy,train\Soybean___healthy\6cbe21af-77e0-4fd4-8dbb-18943e84c0e3___RS_HL 6409.JPG,train\Soybean___healthy\ced064cd-479f-4b6f-bc26-97ec5aa44fe8___RS_HL 5903.JPG,4
Soybean___healthy,train\Soybean___healthy\6dd986d9-557d-495d-aad8-d4cfbbf4f859___RS_HL 6607.JPG,train\Soybean___healthy\872f86cb-4bf6-4dfe-a8f1-09ef0b47e911___RS_HL 6608.JPG,4
Soybean___healthy,train\Soybean___healthy\6e02c432-0a7b-4b2e-a2d9-6b8e0d4ef9b7___RS_HL 6980.JPG,train\Soybean___healthy\758537b1-bc0d-4c52-b723-a0d734dc594a___RS_HL 6405.JPG,2
Soybean___healthy,train\Soybean___healthy\6e4caa3a-dda0-445a-984a-0e31508cacf0___RS_HL 5219.JPG,train\Soybean___healthy\71f9ea00-e509-4980-bba5-33f1b83575f9___RS_HL 4969.JPG,4
Soybean___healthy,train\Soybean___healthy\6e4caa3a-dda0-445a-984a-0e31508cacf0___RS_HL 5219.JPG,train\Soybean___healthy\d24dfe8d-018b-4d71-80d7-9971014d022e___RS_HL 3784.JPG,4
Soybean___healthy,train\Soybean___healthy\6e4caa3a-dda0-445a-984a-0e31508cacf0___RS_HL 5219.JPG,train\Soybean___healthy\f8ab1a01-10af-483e-a910-128dcd499569___RS_HL 3910.JPG,4
Soybean___healthy,train\Soybean___healthy\6eff5c15-810d-45ee-8ef1-874333f8cdaa___RS_HL 6884.JPG,train\Soybean___healthy\a853bc5c-405d-4dbf-b109-e1eef08ba983___RS_HL 6964.JPG,4
Soybean___healthy,train\Soybean___healthy\6f057427-e1ca-431b-bc10-ba38ec6b2298___RS_HL 6011.JPG,train\Soybean___healthy\f4f20ba2-128e-439f-ba05-4b52b7657f73___RS_HL 6009.JPG,4
Soybean___healthy,train\Soybean___healthy\6f771b51-7c51-4d59-aeb9-153d04389540___RS_HL 6693.JPG,train\Soybean___healthy\9945bbac-128b-4fbe-86c1-046c123b5e6d___RS_HL 6917.JPG,4
Soybean___healthy,train\Soybean___healthy\6fbe376d-bfee-44f7-9432-7ccd737a2667___RS_HL 4495.JPG,val\Soybean___healthy\9e9afc4f-3866-48ca-b505-d13a191403b0___RS_HL 4654.JPG,4
Soybean___healthy,train\Soybean___healthy\70431d09-acff-4898-9c19-6d994bb72f77___RS_HL 4579.JPG,train\Soybean___healthy\f0dc69f7-3e5a-4d12-a86a-2f4bbf583680___RS_HL 4054.JPG,4
Soybean___healthy,train\Soybean___healthy\70cdfcaf-b5a7-4637-b3d6-00e34ce9d3c0___RS_HL 6147.JPG,val\Soybean___healthy\9d8e41e8-d2c7-4d04-b29a-08c394fffd6f___RS_HL 6768.JPG,4
Soybean___healthy,train\Soybean___healthy\710747b3-8e3c-47c8-b3ce-056ab63959d6___RS_HL 3150.JPG,train\Soybean___healthy\b8288d31-a161-496e-b290-abe1a332bb58___RS_HL 3750.JPG,4
Soybean___healthy,train\Soybean___healthy\7194440d-9548-4e56-b058-ac286252af75___RS_HL 2746.JPG,val\Soybean___healthy\fc87d792-f83d-439e-a27a-afcf478c037b___RS_HL 2891.JPG,2
Soybean___healthy,train\Soybean___healthy\71f9ea00-e509-4980-bba5-33f1b83575f9___RS_HL 4969.JPG,train\Soybean___healthy\fb0c72a7-b8f2-458f-ae5a-0d3a6c153f52___RS_HL 5278.JPG,4
Soybean___healthy,train\Soybean___healthy\72234468-dde7-4035-a55c-da6857c4101d___RS_HL 4031.JPG,val\Soybean___healthy\cf9ea9fa-b6c6-412a-9b65-eac52390b5ce___RS_HL 4612.JPG,2
Soybean___healthy,train\Soybean___healthy\7240c0bc-4042-4789-8425-1f3467c9874f___RS_HL 5894.JPG,val\Soybean___healthy\cb793d21-b35f-43b0-b3ea-938b1c133f43___RS_HL 5726.JPG,4
Soybean___healthy,train\Soybean___healthy\72a80c80-1bc8-4b5b-a509-6e7b448ea0b7___RS_HL 3479.JPG,val\Soybean___healthy\ba7af1cf-c424-4e43-8611-c70b0c057ce0___RS_HL 4074.JPG,4
Soybean___healthy,train\Soybean___healthy\73681496-7d02-4730-b347-ac1bf06eb3de___RS_HL 4796.JPG,train\Soybean___healthy\97eb9c15-be05-45f5-94bd-97d5673c906a___RS_HL 7228.JPG,2
Soybean___healthy,train\Soybean___healthy\74a4ee2b-86cd-44f8-90f1-9646426597bd___RS_HL 4240.JPG,train\Soybean___healthy\8b6d341b-f5c2-4dce-a9ba-2df7087463f1___RS_HL 3625.JPG,4
Soybean___healthy,train\Soybean___healthy\74e73fa7-c639-4b92-9f55-416ac50bc7cf___RS_HL 5586.JPG,train\Soybean___healthy\f74b5035-34b3-4415-8ba7-35e38bc15ecb___RS_HL 5587.JPG,4
Soybean___healthy,train\Soybean___healthy\756fdbe0-bb99-44bc-9732-d98cff038a75___RS_HL 6228.JPG,train\Soybean___healthy\eb680077-f114-40a6-9a8f-6564043ab31d___RS_HL 6925.JPG,4
Soybean___healthy,train\Soybean___healthy\756fdbe0-bb99-44bc-9732-d98cff038a75___RS_HL 6228.JPG,val\Soybean___healthy\5ab57729-ec46-4245-a71a-bcd734a78406___RS_HL 5909.JPG,4
Soybean___healthy,train\Soybean___healthy\75b54f26-5cd5-418b-8c2e-762638c21248___RS_HL 2733.JPG,train\Soybean___healthy\efa3c5aa-f516-4dd4-8dba-69bd1f5480c2___RS_HL 3906.JPG,4
Soybean___healthy,train\Soybean___healthy\75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,train\Soybean___healthy\78742856-a34f-4279-ba6f-aab9f395a73f___RS_HL 5671 1.JPG,4
Soybean___healthy,train\Soybean___healthy\75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,train\Soybean___healthy\a7aa7f74-407f-44e3-864b-7db088ebb094___RS_HL 5023.JPG,4
Soybean___healthy,train\Soybean___healthy\75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,train\Soybean___healthy\b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,4
Soybean___healthy,train\Soybean___healthy\75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4
Soybean___healthy,train\Soybean___healthy\75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,val\Soybean___healthy\3e43261a-8265-4e65-a2dd-feda13a307fe___RS_HL 4448.JPG,4
Soybean___healthy,train\Soybean___healthy\75fc8ed9-a6b0-47f3-b28f-5f0f72d6c509___RS_HL 5722.JPG,train\Soybean___healthy\cc80f1c8-bfa0-4fbe-a25d-0c508ac13025___RS_HL 5720.JPG,4
Soybean___healthy,train\Soybean___healthy\760ac536-6705-47e6-a21c-b7c69868092c___RS_HL 4279.JPG,train\Soybean___healthy\b7174c7a-1316-4850-92b5-a55fc8cd84bb___RS_HL 3670.JPG,4
Soybean___healthy,train\Soybean___healthy\760ac536-6705-47e6-a21c-b7c69868092c___RS_HL 4279.JPG,train\Soybean___healthy\c4dd4ae6-a23c-4e18-9f7e-a93bb0cbf7dd___RS_HL 3902.JPG,2
Soybean___healthy,train\Soybean___healthy\760ac536-6705-47e6-a21c-b7c69868092c___RS_HL 4279.JPG,train\Soybean___healthy\f8ab1a01-10af-483e-a910-128dcd499569___RS_HL 3910.JPG,4
Soybean___healthy,train\Soybean___healthy\760ac536-6705-47e6-a21c-b7c69868092c___RS_HL 4279.JPG,train\Soybean___healthy\fb0c72a7-b8f2-458f-ae5a-0d3a6c153f52___RS_HL 5278.JPG,4
